0.000 0.000 0.000 
0.250 1.247E-5 0.000 
0.500 4.986E-5 0.000 
0.750 1.121E-4 0.000 
1.000 1.993E-4 0.000 
1.250 3.112E-4 0.000 
1.500 4.480E-4 0.000 
1.750 6.094E-4 0.000 
2.000 7.954E-4 0.000 
2.250 1.006E-3 0.000 
2.500 1.241E-3 0.000 
2.750 1.500E-3 0.000 
3.000 1.784E-3 0.000 
3.250 2.091E-3 0.000 
3.500 2.423E-3 0.000 
3.750 2.779E-3 0.000 
4.000 3.158E-3 0.000 
4.250 3.562E-3 0.000 
4.500 3.988E-3 0.000 
4.750 4.438E-3 0.000 
5.000 4.911E-3 0.000 
5.250 5.407E-3 0.000 
5.500 5.926E-3 0.000 
5.750 6.467E-3 0.000 
6.000 7.031E-3 0.000 
6.250 7.617E-3 0.000 
6.500 8.225E-3 0.000 
6.750 8.855E-3 0.000 
7.000 9.507E-3 0.000 
7.250 1.018E-2 0.000 
7.500 1.087E-2 0.000 
7.750 1.158E-2 0.000 
8.000 1.232E-2 0.000 
8.250 1.308E-2 0.000 
8.500 1.385E-2 0.000 
8.750 1.465E-2 0.000 
9.000 1.546E-2 0.000 
9.250 1.630E-2 0.000 
9.500 1.715E-2 0.000 
9.750 1.803E-2 0.000 
10.000 1.892E-2 0.000 
10.250 1.983E-2 0.000 
10.500 2.076E-2 0.000 
10.750 2.171E-2 0.000 
11.000 2.267E-2 0.000 
11.250 2.365E-2 0.000 
11.500 2.465E-2 0.000 
11.750 2.567E-2 0.000 
12.000 2.670E-2 0.000 
12.250 2.774E-2 0.000 
12.500 2.881E-2 0.000 
12.750 2.989E-2 0.000 
13.000 3.098E-2 0.000 
13.250 3.209E-2 0.000 
13.500 3.321E-2 0.000 
13.750 3.435E-2 0.000 
14.000 3.550E-2 0.000 
14.250 3.667E-2 0.000 
14.500 3.785E-2 0.000 
14.750 3.904E-2 0.000 
15.000 4.025E-2 0.000 
15.250 4.146E-2 0.000 
15.500 4.269E-2 0.000 
15.750 4.394E-2 0.000 
16.000 4.519E-2 0.000 
16.250 4.646E-2 0.000 
16.500 4.773E-2 0.000 
16.750 4.902E-2 0.000 
17.000 5.032E-2 0.000 
17.250 5.162E-2 0.000 
17.500 5.294E-2 0.000 
17.750 5.427E-2 0.000 
18.000 5.560E-2 0.000 
18.250 5.695E-2 0.000 
18.500 5.830E-2 0.000 
18.750 5.967E-2 0.000 
19.000 6.104E-2 0.000 
19.250 6.241E-2 0.000 
19.500 6.380E-2 0.000 
19.750 6.519E-2 0.000 
20.000 6.660E-2 0.000 
20.250 6.800E-2 0.000 
20.500 6.942E-2 0.000 
20.750 7.084E-2 0.000 
21.000 7.226E-2 0.000 
21.250 7.370E-2 0.000 
21.500 7.513E-2 0.000 
21.750 7.658E-2 0.000 
22.000 7.802E-2 0.000 
22.250 7.948E-2 0.000 
22.500 8.093E-2 0.000 
22.750 8.239E-2 0.000 
23.000 8.386E-2 0.000 
23.250 8.533E-2 0.000 
23.500 8.680E-2 0.000 
23.750 8.828E-2 0.000 
24.000 8.976E-2 0.000 
24.250 9.124E-2 0.000 
24.500 9.272E-2 0.000 
24.750 9.421E-2 0.000 
25.000 9.570E-2 0.000 
25.250 9.719E-2 0.000 
25.500 9.869E-2 0.000 
25.750 0.100 0.000 
26.000 0.101 0.000 
